FIPS,state,county,monthly_housing,annual_transportation ,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy,,,
51650,VA,Hampton,1285,12433,27853,80.62,80.25,80.99,,,
38057,ND,Mercer,1059,15146,27854,79.92,79.1,80.75,,,
19119,IA,Lyon,997,15894,27858,81.05,80.44,81.67,,,
39123,OH,Ottawa,1158,13963,27859,79.35,78.87,79.84,,,
46063,SD,Harding,1011,15733,27865,79.9,78.32,81.48,,,
48291,TX,Liberty,1075,14966,27866,74.16,73.64,74.63,,,
26019,MI,Benzie,1079,14937,27885,79.66,79.02,80.22,,,
12069,FL,Lake,1165,13910,27890,79.03,78.76,79.34,,,
17189,IL,Washington,1058,15204,27900,79.07,78.43,79.71,,,
48311,TX,McMullen,1001,15890,27902,76.64,75.68,77.57,,,
39085,OH,Lake,1238,13048,27904,79.26,78.95,79.58,,,
36051,NY,Livingston,1126,14393,27905,80.47,80.05,80.91,,,
39089,OH,Licking,1170,13869,27909,78.07,77.72,78.41,,,
6025,CA,Imperial,1105,14666,27926,80.42,80.02,80.81,,,
13159,GA,Jasper,1044,15399,27927,75.96,75.22,76.71,,,
2261,AK,Valdez-Cordova,1208,13435,27931,77.77,76.7,78.78,,,
1003,AL,Baldwin,1191,13644,27936,78.08,77.72,78.43,,16613,"36,917.78"
46087,SD,McCook,995,15998,27938,80.14,79.25,81.08,,,
13171,GA,Lamar,1090,14862,27942,74.4,73.64,75.12,,,
27145,MN,Stearns,1173,13867,27943,82.1,81.73,82.48,,,
19055,IA,Delaware,1059,15240,27948,81.1,80.51,81.7,,,
39017,OH,Butler,1228,13215,27951,77.88,77.6,78.17,,,
13011,GA,Banks,1102,14736,27960,77.4,76.69,78.15,,,
38053,ND,McKenzie,1033,15565,27961,78.29,77.29,79.31,,,
54003,WV,Berkeley,1192,13663,27967,76.39,75.96,76.84,,,
31113,NE,Logan,1004,15921,27969,79.21,77.71,80.67,,,
27067,MN,Kandiyohi,1136,14338,27970,81.17,80.67,81.66,,,
38065,ND,Oliver,945,16635,27975,82.19,80.89,83.61,,,
48007,TX,Aransas,1176,13872,27984,76.03,75.43,76.63,,,
56013,WY,Fremont,1138,14328,27984,75.82,75.23,76.4,,,
48319,TX,Mason,1189,13739,28007,76.46,75.69,77.26,,,
13035,GA,Butts,1091,14920,28012,74.04,73.34,74.73,,,
37119,NC,Mecklenburg,1312,12275,28019,79.57,79.34,79.8,,,
27017,MN,Carlton,1172,13956,28020,78.5,77.96,79.04,,,
42027,PA,Centre,1253,12985,28021,81.86,81.53,82.23,,,
19105,IA,Jones,1081,15052,28024,80.75,80.17,81.34,,,
48053,TX,Burnet,1173,13951,28027,78.87,78.37,79.34,,,
55029,WI,Door,1186,13800,28032,80.95,80.43,81.45,,,
37069,NC,Franklin,1036,15601,28033,77.34,76.83,77.85,,,
41057,OR,Tillamook,1159,14143,28051,79,78.44,79.52,,,
26029,MI,Charlevoix,1166,14061,28053,80.05,79.53,80.59,,,
48003,TX,Andrews,1065,15280,28060,76.46,75.73,77.16,,,
31081,NE,Hamilton,1063,15307,28063,80.41,79.68,81.13,,,
6007,CA,Butte,1225,13372,28072,78.24,77.89,78.57,,,
26055,MI,Grand Traverse,1195,13735,28075,80.57,80.18,80.97,,,
55101,WI,Racine,1264,12920,28088,78.99,78.64,79.34,,,
27121,MN,Pope,1125,14591,28091,80.92,80.24,81.52,,,
41029,OR,Jackson,1268,12876,28092,79.08,78.75,79.4,,,
51171,VA,Shenandoah,1163,14147,28103,79.38,78.94,79.81,,,
13247,GA,Rockdale,1161,14173,28105,78.22,77.75,78.66,,,
20149,KS,Pottawatomie,1093,14991,28107,79.64,79.02,80.22,,,
24023,MD,Garrett,1133,14514,28110,80.42,80.11,80.73,,,
29113,MO,Lincoln,1131,14547,28119,77.32,76.82,77.86,,,
16043,ID,Fremont,1103,14887,28123,80.08,79.4,80.8,,,
21113,KY,Jessamine,1176,14025,28137,77.54,77.07,78.05,,,
12097,FL,Osceola,1245,13198,28138,79.24,78.89,79.58,,,
2100,AK,Haines,1170,14103,28143,79.65,78.15,80.98,,,
50005,VT,Caledonia,1179,13995,28143,79.9,79.38,80.4,,,
19191,IA,Winneshiek,1093,15029,28145,82.62,82.12,83.15,,,
45015,SC,Berkeley,1219,13518,28146,77.76,77.39,78.17,,,
13013,GA,Barrow,1118,14733,28149,76.4,75.89,76.93,,,
37025,NC,Cabarrus,1202,13727,28151,78.11,77.76,78.46,,,
38105,ND,Williams,1163,14196,28152,78.56,77.87,79.25,,,
46125,SD,Turner,1019,15926,28154,80.28,79.57,80.98,,,
42131,PA,Wyoming,1154,14325,28173,78.19,77.63,78.72,,,
42025,PA,Carbon,1168,14161,28177,77.68,77.25,78.14,,,
28033,MS,DeSoto,1200,13782,28182,76.96,76.55,77.37,,,
30057,MT,Madison,1105,14929,28189,79.44,78.35,80.63,,,
27097,MN,Morrison,1137,14546,28190,80.28,79.76,80.81,,,
31159,NE,Seward,1110,14876,28196,80.06,79.44,80.66,,,
37097,NC,Iredell,1175,14096,28196,77.33,76.97,77.7,,,
53021,WA,Franklin,1114,14843,28211,79.9,79.4,80.4,,,
29047,MO,Clay,1244,13284,28212,79.12,78.78,79.45,,,
13039,GA,Camden,1198,13853,28229,77.68,77.11,78.25,,,
50021,VT,Rutland,1231,13457,28229,79.11,78.67,79.56,,,
12071,FL,Lee,1309,12528,28236,80.98,80.77,81.2,,,
48333,TX,Mills,1143,14521,28237,78.52,77.57,79.38,,,
20085,KS,Jackson,1115,14859,28239,78.7,77.97,79.4,,,
38049,ND,McHenry,958,16743,28239,80.28,79.38,81.13,,,
12131,FL,Walton,1196,13888,28240,77.25,76.77,77.74,,,
29099,MO,Jefferson,1188,13985,28241,76.65,76.31,76.99,,,
32013,NV,Humboldt,993,16325,28241,77.54,76.19,78.94,,,
37019,NC,Brunswick,1250,13241,28241,78.3,77.87,78.71,,,
37129,NC,New Hanover,1340,12167,28247,79.31,78.96,79.64,,,
39097,OH,Madison,1160,14336,28256,77.58,77.1,78.11,,,
48033,TX,Borden,957,16781,28265,79.62,78.05,81.11,,,
29049,MO,Clinton,1122,14805,28269,76.44,75.84,77.08,,,
8017,CO,Cheyenne,994,16347,28275,79.56,78.35,80.75,,,
17147,IL,Piatt,1140,14595,28275,79.4,78.72,80.05,,,
29219,MO,Warren,1140,14600,28280,76.11,75.42,76.74,,,
56029,WY,Park,1137,14636,28280,80.17,79.61,80.75,,,
46119,SD,Sully,1070,15452,28292,81.65,80.31,82.91,,,
19095,IA,Iowa,1099,15112,28300,80.81,80.23,81.43,,,
20059,KS,Franklin,1147,14541,28305,77.88,77.29,78.47,,,
21239,KY,Woodford,1137,14661,28305,78.17,77.62,78.78,,,
27085,MN,McLeod,1174,14221,28309,76.75,75.57,77.8,,,
36031,NY,Essex,1138,14653,28309,80.11,79.63,80.56,,,
41007,OR,Clatsop,1233,13515,28311,78.33,77.83,78.83,,,
55111,WI,Sauk,1185,14092,28312,79.62,79.14,80.07,,,
24019,MD,Dorchester,1251,13303,28315,78.63,78.25,79.03,,,
37141,NC,Pender,1172,14266,28330,78.11,77.59,78.61,,,
51019,VA,Bedford,1185,14120,28340,77.3,76.47,78.13,,,
48295,TX,Lipscomb,932,17158,28342,77.82,76.73,78.95,,,
48201,TX,Harris,1318,12529,28345,78.74,78.6,78.87,,,
45035,SC,Dorchester,1244,13421,28349,78.28,77.87,78.71,,,
13089,GA,DeKalb,1352,12126,28350,74.46,73.81,75.11,,,
46117,SD,Stanley,1152,14527,28351,79.43,78.3,80.59,,,
4005,AZ,Coconino,1191,14064,28356,79.4,78.98,79.8,,,
12095,FL,Orange,1333,12360,28356,79.86,79.64,80.07,,,
26115,MI,Monroe,1196,14004,28356,78.27,77.91,78.64,,,
31115,NE,Loup,1067,15553,28357,81.1,79.62,82.54,,,
23013,ME,Knox,1200,13959,28359,80.29,79.82,80.77,,,
39057,OH,Greene,1288,12910,28366,79.58,79.24,79.92,,,
20189,KS,Stevens,1088,15313,28369,79,78.03,79.93,,,
13217,GA,Newton,1146,14626,28378,76.05,75.64,76.53,,,
17013,IL,Calhoun,1088,15326,28382,78.93,78.06,79.74,,,
48089,TX,Colorado,1126,14872,28384,77.07,76.48,77.73,,,
48009,TX,Archer,1127,14866,28390,79.29,78.46,80.05,,,
20197,KS,Wabaunsee,1060,15683,28403,79.1,78.25,79.91,,,
46045,SD,Edmunds,1058,15707,28403,80.72,79.76,81.71,,,
39137,OH,Putnam,1033,16014,28410,80.03,79.49,80.51,,,
12081,FL,Manatee,1366,12020,28412,80.36,80.09,80.65,,,
48211,TX,Hemphill,1124,14924,28412,77.46,76.38,78.51,,,
42055,PA,Franklin,1204,13978,28426,79.82,79.48,80.14,,,
27057,MN,Hubbard,1160,14510,28430,80.65,80,81.3,,,
4013,AZ,Maricopa,1305,12781,28441,80.06,79.94,80.18,,,
47147,TN,Robertson,1150,14643,28443,75.68,75.14,76.15,,,
49055,UT,Wayne,981,16671,28443,79.47,78.34,80.58,,,
6047,CA,Merced,1132,14860,28444,78.92,78.57,79.25,,,
46127,SD,Union,1160,14525,28445,80.72,80.02,81.35,,,
40131,OK,Rogers,1158,14552,28448,77.58,77.14,78.04,,,
27103,MN,Nicollet,1209,13946,28454,81.99,81.47,82.51,,,
40083,OK,Logan,1137,14814,28458,78.46,77.95,78.97,,,
24045,MD,Wicomico,1286,13030,28462,78.07,77.69,78.45,,,
51015,VA,Augusta,1178,14328,28464,82.76,82.41,83.09,,,
42041,PA,Cumberland,1322,12617,28481,80.39,80.09,80.66,,,
41003,OR,Benton,1289,13024,28492,82.08,81.66,82.48,,,
26005,MI,Allegan,1131,14922,28494,79.13,78.76,79.5,,,
19167,IA,Sioux,1026,16189,28501,82.86,82.37,83.35,,,
31093,NE,Howard,1100,15313,28513,80.24,79.46,81.04,,,
38025,ND,Dunn,1003,16488,28524,79.59,78.54,80.55,,,
26139,MI,Ottawa,1187,14291,28535,81.45,81.15,81.74,,,
51181,VA,Surry,1121,15083,28535,75.91,75.19,76.67,,,
36053,NY,Madison,1178,14406,28542,80,79.6,80.38,,,
53045,WA,Mason,1168,14527,28543,78.45,77.95,78.89,,,
51045,VA,Craig,1143,14832,28548,76.28,75.54,77.03,,,
55027,WI,Dodge,1200,14148,28548,79.73,79.32,80.13,,,
48281,TX,Lampasas,1162,14612,28556,76.63,75.88,77.29,,,
55037,WI,Florence,1132,14996,28580,79.47,78.61,80.36,,,
13097,GA,Douglas,1219,13955,28583,77.06,76.64,77.49,,,
39129,OH,Pickaway,1167,14583,28587,77.5,77.02,77.99,,,
17085,IL,Jo Daviess,1175,14496,28596,80.86,80.33,81.42,,,
6023,CA,Humboldt,1269,13370,28598,77.21,76.8,77.63,,,
12035,FL,Flagler,1295,13060,28600,79.67,79.22,80.08,,,
27041,MN,Douglas,1200,14200,28600,81.56,81.03,82.02,,,
27005,MN,Becker,1172,14537,28601,79.01,78.49,79.55,,,
13133,GA,Greene,1249,13614,28602,76.81,76.14,77.48,,,
6031,CA,Kings,1177,14485,28609,79.21,78.82,79.6,,,
25025,MA,Suffolk,1632,9026,28610,79.89,79.64,80.14,,,
53037,WA,Kittitas,1208,14116,28612,80.98,80.45,81.45,,,
18029,IN,Dearborn,1172,14552,28616,77.83,77.31,78.34,,,
26047,MI,Emmet,1214,14051,28619,80.05,79.57,80.57,,,
17141,IL,Ogle,1184,14415,28623,79.64,79.22,80.11,,,
6107,CA,Tulare,1135,15014,28634,78.3,77.98,78.59,,,
27147,MN,Steele,1220,13996,28636,81.68,81.2,82.17,,,
18073,IN,Jasper,1049,16051,28639,78.01,77.51,78.59,,,
39025,OH,Clermont,1246,13690,28642,78.18,77.82,78.52,,,
36109,NY,Tompkins,1333,12647,28643,81.21,80.84,81.6,,,
12061,FL,Indian River,1353,12412,28648,79.96,79.59,80.31,,,
30097,MT,Sweet Grass,1166,14661,28653,80.83,79.89,81.81,,,
39117,OH,Morrow,1133,15057,28653,78.24,77.71,78.82,,,
18047,IN,Franklin,1122,15202,28666,78.95,78.37,79.51,,,
36001,NY,Albany,1369,12244,28672,80.07,79.79,80.37,,,
55065,WI,Lafayette,1128,15145,28681,80.72,80.12,81.36,,,
55091,WI,Pepin,1140,15005,28685,80.99,80.28,81.74,,,
20015,KS,Butler,1186,14454,28686,77.99,77.53,78.46,,,
41053,OR,Polk,1244,13772,28700,80.49,80.05,80.95,,,
2105,AK,Hoonah-Angoon,1296,13149,28701,79.9,78.82,81.05,,,
32031,NV,Washoe,1317,12898,28702,82.13,81.08,83.21,,,
48421,TX,Sherman,1099,15523,28711,77.61,76.48,78.71,,,
49053,UT,Washington,1225,14012,28712,81.36,80.97,81.76,,,
31007,NE,Banner,1045,16175,28715,81.42,80.04,82.82,,,
48251,TX,Johnson,1191,14435,28727,76.92,76.51,77.3,,,
46061,SD,Hanson,1076,15817,28729,81.18,80.14,82.22,,,
19077,IA,Guthrie,1039,16263,28731,80.07,79.44,80.69,,,
27065,MN,Kanabec,1187,14493,28737,80.04,79.32,80.73,,,
37101,NC,Johnston,1107,15453,28737,77.82,77.45,78.21,,,
55087,WI,Outagamie,1203,14304,28740,81.06,80.75,81.4,,,
22005,LA,Ascension,1231,13987,28759,77.14,76.67,77.6,,,
56045,WY,Weston,1194,14442,28770,78.76,77.86,79.65,,,
51165,VA,Rockingham,1188,14526,28782,79.19,78.47,79.87,,,
18059,IN,Hancock,1198,14431,28807,78.99,78.56,79.42,,,
21015,KY,Boone,1282,13425,28809,78.9,78.5,79.29,,,
47021,TN,Cheatham,1165,14845,28825,75.52,74.93,76.12,,,
51053,VA,Dinwiddie,1174,14741,28829,79.17,78.55,79.8,,,
56021,WY,Laramie,1258,13746,28842,78.88,78.46,79.31,,,
26087,MI,Lapeer,1183,14651,28847,78.64,78.22,79.07,,,
12091,FL,Okaloosa,1345,12719,28859,78.38,78.02,78.76,,,
36115,NY,Washington,1202,14447,28871,79.13,78.73,79.58,,,
39045,OH,Fairfield,1253,13835,28871,78.95,78.61,79.3,,,
40073,OK,Kingfisher,1065,16096,28876,77.07,76.41,77.74,,,
36069,NY,Ontario,1234,14071,28879,79.89,79.53,80.29,,,
36093,NY,Schenectady,1324,12995,28883,79.51,79.13,79.87,,,
49009,UT,Daggett,1135,15264,28884,81.27,79.81,82.69,,,
20087,KS,Jefferson,1156,15041,28913,78.92,78.33,79.53,,,
16051,ID,Jefferson,1107,15631,28915,80.18,79.54,80.81,,,
48425,TX,Somervell,1173,14839,28915,77.63,76.78,78.54,,,
51630,VA,Fredericksburg,1321,13068,28920,79.65,79.27,80.03,,,
21211,KY,Shelby,1219,14299,28927,78.42,77.95,78.94,,,
13139,GA,Hall,1223,14267,28943,78.57,78.18,78.97,,,
53005,WA,Benton,1213,14390,28946,79.96,79.62,80.31,,,
12019,FL,Clay,1288,13491,28947,78.18,77.82,78.53,,,
19011,IA,Benton,1138,15301,28957,81.15,80.61,81.66,,,
8041,CO,El Paso,1348,12786,28962,81.68,81.02,82.36,,,
42099,PA,Perry,1216,14372,28964,78.01,77.52,78.49,,,
48175,TX,Goliad,1108,15670,28966,79.36,78.55,80.21,,,
27093,MN,Meeker,1182,14786,28970,80.63,80.05,81.2,,,
24043,MD,Washington,1327,13065,28989,80.45,79.97,80.93,,,
27055,MN,Houston,1191,14703,28995,81.74,81.19,82.3,,,
55083,WI,Oconto,1143,15296,29012,79.64,79.14,80.15,,,
6019,CA,Fresno,1236,14216,29048,78.76,78.52,78.99,,,
55061,WI,Kewaunee,1152,15225,29049,81.39,80.81,81.96,,,
42019,PA,Butler,1292,13549,29053,79.25,78.95,79.57,,,
29189,MO,St. Louis,1394,12328,29056,79.49,79.32,79.66,,,
36113,NY,Warren,1275,13758,29058,80.01,79.59,80.44,,,
48439,TX,Tarrant,1341,12974,29066,78.68,78.51,78.85,,,
13103,GA,Effingham,1222,14405,29069,76.74,76.19,77.24,,,
56037,WY,Sweetwater,1200,14671,29071,77.87,77.36,78.42,,,
37143,NC,Perquimans,1212,14531,29075,77.92,77.16,78.63,,,
53031,WA,Jefferson,1325,13177,29077,81.26,80.78,81.74,,,
55095,WI,Polk,1207,14603,29087,79.76,79.27,80.27,,,
35003,NM,Catron,1164,15130,29098,80.07,79.07,81.06,,,
30009,MT,Carbon,1148,15334,29110,80.36,79.58,81.07,,,
48221,TX,Hood,1197,14751,29115,78.13,77.67,78.63,,,
47047,TN,Fayette,1190,14840,29120,76.83,76.27,77.4,,,
40017,OK,Canadian,1240,14242,29122,78.11,77.72,78.53,,,
28089,MS,Madison,1301,13520,29132,73.8,73.36,74.26,,,
48065,TX,Carson,1140,15455,29135,77.85,76.98,78.75,,,
17027,IL,Clinton,1211,14604,29136,79.62,79.13,80.13,,,
42127,PA,Wayne,1257,14052,29136,77.97,77.48,78.42,,,
12115,FL,Sarasota,1442,11848,29152,81.51,81.27,81.76,,,
49013,UT,Duchesne,1115,15775,29155,77.58,76.81,78.32,,,
48235,TX,Irion,1172,15107,29171,79.53,78.07,80.91,,,
46033,SD,Custer,1148,15398,29174,79.99,79.16,80.83,,,
6035,CA,Lassen,1289,13710,29178,78.94,78.38,79.5,,,
22089,LA,St. Charles,1299,13598,29186,76.82,76.29,77.35,,,
51115,VA,Mathews,1168,15178,29194,79.88,79.5,80.25,,,
26037,MI,Clinton,1274,13913,29201,80.62,80.2,81.05,,,
49033,UT,Rich,1045,16663,29203,81.1,80.04,82.22,,,
16025,ID,Camas,1063,16457,29213,80.89,79.28,82.39,,,
51087,VA,Henrico,1414,12247,29215,80.79,80.2,81.4,,,
42077,PA,Lehigh,1405,12363,29223,79.58,79.3,79.84,,,
49057,UT,Weber,1191,14939,29231,78.8,78.44,79.16,,,
36081,NY,Queens,1752,8249,29273,81.82,81.66,81.97,,,
53039,WA,Klickitat,1199,14885,29273,79.83,79.2,80.42,,,
12113,FL,Santa Rosa,1296,13724,29276,78.2,77.82,78.57,,,
47165,TN,Sumner,1274,13988,29276,78,77.63,78.37,,,
6089,CA,Shasta,1293,13766,29282,76.68,76.34,77.04,,,
50025,VT,Windham,1315,13513,29293,79.84,79.41,80.3,,,
31153,NE,Sarpy,1336,13265,29297,80.5,80.12,80.85,,,
42011,PA,Berks,1336,13266,29298,79.61,79.34,79.85,,,
26015,MI,Barry,1172,15248,29312,79.35,78.87,79.81,,,
35043,NM,Sandoval,1315,13539,29319,77.31,76.86,77.77,,,
12086,FL,Miami-Dade,1502,11296,29320,80.9,80.76,81.05,,,
8015,CO,Chaffee,1299,13751,29339,81.22,80.63,81.83,,,
31117,NE,McPherson,1102,16116,29340,79.26,78.76,79.76,,,
48287,TX,Lee,1193,15029,29345,78.38,77.68,79.06,,,
27131,MN,Rice,1280,13999,29359,81.12,80.7,81.55,,,
48473,TX,Waller,1202,14944,29368,77.95,77.43,78.52,,,
20069,KS,Gray,1041,16877,29369,79.35,78.37,80.24,,,
27095,MN,Mille Lacs,1141,15683,29375,78.72,78.16,79.3,,,
13151,GA,Henry,1256,14307,29379,77.5,77.15,77.88,,,
37073,NC,Gates,1157,15498,29382,77.01,76.23,77.79,,,
48325,TX,Medina,1200,14984,29384,78.7,78.2,79.22,,,
27031,MN,Cook,1251,14379,29391,82.03,81.11,82.94,,,
38089,ND,Stark,1240,14511,29391,80.68,80.09,81.28,,,
48383,TX,Reagan,1284,13987,29395,76.68,75.65,77.77,,,
13227,GA,Pickens,1192,15095,29399,77.37,76.76,77.97,,,
20103,KS,Leavenworth,1308,13705,29401,78.92,78.46,79.37,,,
21215,KY,Spencer,1204,14953,29401,77.64,76.9,78.35,,,
18063,IN,Hendricks,1286,13983,29415,79.97,79.61,80.34,,,
38007,ND,Billings,1061,16691,29423,84.04,82.52,85.56,,,
23023,ME,Sagadahoc,1277,14100,29424,79.99,79.52,80.48,,,
41051,OR,Multnomah,1449,12043,29431,78.96,78.72,79.2,,,
18013,IN,Brown,1164,15475,29443,79.4,78.76,80.04,,,
13297,GA,Walton,1209,14939,29447,76.6,76.12,77.06,,,
48019,TX,Bandera,1187,15214,29458,79.9,79.31,80.51,,,
55055,WI,Jefferson,1258,14376,29472,80.19,79.8,80.6,,,
25011,MA,Franklin,1328,13540,29476,80.27,79.89,80.67,,,
27045,MN,Fillmore,1106,16211,29483,81.16,80.65,81.68,,,
16041,ID,Franklin,1092,16380,29484,80.28,79.54,81.03,,,
6109,CA,Tuolumne,1285,14069,29489,79.28,78.82,79.73,,,
50003,VT,Bennington,1328,13559,29495,79.49,79,79.95,,,
51133,VA,Northumberland,1344,13367,29495,81.68,81.27,82.1,,,
49003,UT,Box Elder,1093,16428,29544,79.5,79,80,,,
35049,NM,Santa Fe,1410,12645,29565,81.07,80.69,81.45,,,
38075,ND,Renville,1085,16549,29569,79.98,78.82,81.06,,,
42071,PA,Lancaster,1332,13595,29579,80.51,80.25,80.73,,,
33003,NH,Carroll,1290,14105,29585,80.82,80.37,81.27,,,
40087,OK,McClain,1203,15162,29598,77.81,76.94,78.62,,,
55059,WI,Kenosha,1311,13867,29599,78.23,77.85,78.57,,,
36083,NY,Rensselaer,1337,13580,29624,78.78,78.43,79.14,,,
13223,GA,Paulding,1235,14836,29656,78.27,77.84,78.7,,,
17031,IL,Cook,1550,11062,29662,78.67,78.56,78.79,,,
6101,CA,Sutter,1262,14520,29664,78.99,78.57,79.4,,,
13077,GA,Coweta,1260,14556,29676,78.17,77.74,78.61,,,
6063,CA,Plumas,1240,14799,29679,78.33,77.74,78.95,,,
48187,TX,Guadalupe,1268,14489,29705,79.71,79.32,80.1,,,
8007,CO,Archuleta,1341,13615,29707,82.08,81.31,82.78,,,
48015,TX,Austin,1192,15407,29711,78.19,77.65,78.78,,,
53017,WA,Douglas,1246,14760,29712,80.56,80.07,81.1,,,
27049,MN,Goodhue,1297,14155,29719,80.66,80.21,81.07,,,
36105,NY,Sullivan,1338,13687,29743,78.03,77.62,78.48,,,
29165,MO,Platte,1365,13366,29746,80.39,79.96,80.81,,,
10001,DE,Kent,1332,13763,29747,77.54,77.16,77.88,,,
17037,IL,DeKalb,1299,14163,29751,78.05,77.43,78.67,,,
13067,GA,Cobb,1404,12915,29763,80.08,79.84,80.34,,,
13157,GA,Jackson,1230,15003,29763,75.71,75.21,76.22,,,
41017,OR,Deschutes,1341,13692,29784,80.81,80.47,81.16,,,
8001,CO,Adams,1352,13577,29801,80.02,79.88,80.16,,,
6029,CA,Kern,1228,15066,29802,77.26,77.03,77.52,,,
22125,LA,West Feliciana,1243,14894,29810,76.75,75.95,77.5,,,
39103,OH,Medina,1348,13640,29816,80.26,79.94,80.58,,,
10005,DE,Sussex,1342,13739,29843,78.76,78.43,79.1,,,
51125,VA,Nelson,1199,15466,29854,79.75,78.63,80.8,,,
30031,MT,Gallatin,1370,13429,29869,81.98,81.56,82.4,,,
18127,IN,Porter,1263,14728,29884,78.72,78.38,79.07,,,
51036,VA,Charles City,1203,15450,29886,78.83,78.33,79.28,,,
55127,WI,Walworth,1323,14010,29886,79.57,79.17,79.94,,,
12117,FL,Seminole,1414,12923,29891,80.39,80.12,80.66,,,
48317,TX,Martin,1105,16635,29895,79.18,78.65,79.7,,,
29037,MO,Cass,1295,14364,29904,78.41,78,78.79,,,
13121,GA,Fulton,1510,11810,29930,77.65,77.42,77.89,,,
56009,WY,Converse,1240,15063,29943,78.77,78,79.53,,,
17203,IL,Woodford,1273,14673,29949,80.3,79.82,80.77,,,
25005,MA,Bristol,1458,12459,29955,79.2,78.98,79.43,,,
1117,AL,Shelby,1384,13360,29968,79.53,79.2,79.87,,,
27109,MN,Olmsted,1337,13925,29969,82.24,81.87,82.61,,,
36095,NY,Schoharie,1203,15534,29970,80.29,79.77,80.81,,,
16015,ID,Boise,1146,16219,29971,81.05,80.21,81.91,,,
29183,MO,St. Charles,1400,13214,30014,80.46,80.16,80.73,,,
30095,MT,Stillwater,1232,15231,30015,79.87,79.09,80.63,,,
51007,VA,Amelia,1217,15411,30015,76.35,75.74,76.95,,,
22103,LA,St. Tammany,1390,13370,30050,77.64,77.3,78.01,,,
19181,IA,Warren,1243,15147,30063,80.02,79.55,80.47,,,
2122,AK,Kenai Peninsula,1286,14635,30067,78.61,78.06,79.13,,,
6115,CA,Yuba,1276,14757,30069,76.12,75.59,76.61,,,
51113,VA,Madison,1266,14891,30083,76.9,76.51,77.27,,,
48497,TX,Wise,1262,14950,30094,76.71,76.19,77.21,,,
6027,CA,Inyo,1305,14440,30100,78.83,78.24,79.46,,,
8069,CO,Larimer,1390,13422,30102,81.72,81.43,82.02,,,
24029,MD,Kent,1347,13938,30102,82.98,82.7,83.26,,,
2198,AK,Prince of Wales-Hyder,1323,14256,30132,78.19,77.56,78.89,,,
48039,TX,Brazoria,1331,14164,30136,78.1,77.81,78.42,,,
12085,FL,Martin,1477,12425,30149,81.16,80.82,81.51,,,
55025,WI,Dane,1425,13049,30149,81.15,80.9,81.42,,,
31155,NE,Saunders,1229,15405,30153,80.35,79.76,80.92,,,
48139,TX,Ellis,1309,14447,30155,79.79,79.55,80.04,,,
16085,ID,Valley,1195,15818,30158,81.84,81.1,82.61,,,
42133,PA,York,1370,13734,30174,79.41,79.15,79.67,,,
51023,VA,Botetourt,1302,14551,30175,75.79,74.97,76.62,,,
56011,WY,Crook,1190,15915,30195,79.94,79.04,80.8,,,
13135,GA,Gwinnett,1399,13434,30222,80.58,80.34,80.82,,,
45019,SC,Charleston,1480,12469,30229,78.4,78.11,78.69,,,
47189,TN,Wilson,1328,14296,30232,77.68,77.27,78.1,,,
37135,NC,Orange,1469,12612,30240,80.78,80.39,81.19,,,
19129,IA,Mills,1260,15133,30253,77.93,77.2,78.62,,,
13211,GA,Morgan,1227,15540,30264,77.33,76.6,78.06,,,
27157,MN,Wabasha,1227,15545,30269,81.65,81.08,82.21,,,
48167,TX,Galveston,1382,13694,30278,77.22,76.91,77.53,,,
6051,CA,Mono,1204,15831,30279,82.96,82.26,83.65,,,
27143,MN,Sibley,1160,16383,30303,80.88,80.21,81.48,,,
55045,WI,Green,1239,15437,30305,80.46,79.94,80.98,,,
48021,TX,Bastrop,1224,15624,30312,77.47,76.99,77.95,,,
55015,WI,Calumet,1256,15247,30319,80.34,79.85,80.84,,,
26125,MI,Oakland,1499,12332,30320,79.98,79.8,80.16,,,
33009,NH,Grafton,1374,13835,30323,80.86,80.48,81.24,,,
53073,WA,Whatcom,1376,13812,30324,80.98,80.65,81.31,,,
2068,AK,Denali,1369,13898,30326,74.5,73.41,75.59,,,
48171,TX,Gillespie,1331,14355,30327,81.04,80.5,81.55,,,
11001,DC,District of Columbia,1803,8700,30336,76.86,76.58,77.14,,,
6099,CA,Stanislaus,1319,14509,30337,78.25,77.98,78.52,,,
49045,UT,Tooele,1204,15911,30359,78.21,77.68,78.72,,,
27053,MN,Hennepin,1499,12412,30400,81,80.81,81.19,,,
37183,NC,Wake,1391,13717,30409,80.89,80.66,81.12,,,
50027,VT,Windsor,1373,13939,30415,80.39,79.96,80.81,,,
33019,NH,Sullivan,1360,14142,30462,79.5,79.02,80.01,,,
50023,VT,Washington,1383,13870,30466,80.37,79.92,80.77,,,
49023,UT,Juab,1066,17678,30470,77.79,76.98,78.61,,,
38059,ND,Morton,1192,16182,30486,79.58,78.93,80.16,,,
6039,CA,Madera,1265,15320,30500,79.35,78.97,79.76,,,
46083,SD,Lincoln,1368,14087,30503,83.03,82.53,83.53,,,
48329,TX,Midland,1354,14284,30532,78.36,77.94,78.76,,,
50017,VT,Orange,1315,14754,30534,80.36,79.81,80.92,,,
36039,NY,Greene,1364,14173,30541,78.61,78.16,79.08,,,
10003,DE,New Castle,1460,13022,30542,78.99,78.73,79.25,,,
49035,UT,Salt Lake,1379,13999,30547,79.4,79.17,79.63,,,
