FIPS,state,county,monthly_housing,annual_transportation ,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy,,,
55079,WI,Milwaukee,1165,10747,24727,77.66,77.44,77.88,,,
51620,VA,Franklin,1170,10692,24732,74.99,74.54,75.5,,,
27117,MN,Pipestone,902,13909,24733,80.33,79.67,81.03,,,
18021,IN,Clay,930,13575,24735,76.66,76.1,77.24,,,
46035,SD,Davison,941,13444,24736,79.95,79.35,80.57,,,
36003,NY,Allegany,896,13985,24737,79.05,78.59,79.51,,,
42047,PA,Elk,889,14071,24739,79.04,78.56,79.51,,,
17071,IL,Henderson,840,14660,24740,78.65,77.84,79.43,,,
47041,TN,DeKalb,901,13930,24742,74.28,73.48,75.03,,,
21151,KY,Madison,970,13104,24744,76.46,75.91,77,,,
18123,IN,Perry,905,13885,24745,77.72,77.07,78.34,,,
54015,WV,Clay,895,14005,24745,74.55,73.73,75.36,,,
1085,AL,Lowndes,871,14294,24746,72.57,71.72,73.37,,,
37057,NC,Davidson,960,13226,24746,76.57,76.21,76.95,,,
40097,OK,Mayes,891,14054,24746,74.72,74.01,75.41,,,
48087,TX,Collingsworth,918,13731,24747,75.65,74.58,76.67,,,
19195,IA,Worth,841,14657,24749,79.74,78.98,80.5,,,
19047,IA,Crawford,853,14514,24750,80.33,79.74,80.9,,,
31053,NE,Dodge,972,13087,24751,79.2,78.68,79.71,,,
26057,MI,Gratiot,946,13401,24753,78.45,77.97,78.92,,,
13215,GA,Muscogee,1068,11941,24757,75.13,74.74,75.5,,,
18105,IN,Monroe,1063,12001,24757,80.21,79.83,80.58,,,
19037,IA,Chickasaw,865,14378,24758,80.71,80.09,81.36,,,
5143,AR,Washington,994,12831,24759,78.11,77.76,78.49,,,
48119,TX,Delta,896,14010,24762,77.58,76.92,78.24,,,
17067,IL,Hancock,854,14515,24763,79.81,79.22,80.39,,,
48373,TX,Polk,1010,12644,24764,72.75,72.16,73.32,,,
18091,IN,LaPorte,989,12898,24766,76.57,76.3,76.83,,,
18027,IN,Daviess,870,14329,24769,77.17,76.57,77.78,,,
20021,KS,Cherokee,879,14221,24769,75.16,74.55,75.77,,,
38067,ND,Pembina,855,14513,24773,80.56,79.79,81.31,,,
6049,CA,Modoc,907,13891,24775,77.5,76.76,78.27,,,
18001,IN,Adams,846,14623,24775,79.72,79.18,80.26,,,
47011,TN,Bradley,982,12993,24777,76.59,76.18,77,,,
16033,ID,Clark,789,15312,24780,78.28,76.67,79.97,,,
47161,TN,Stewart,888,14125,24781,74.91,74.19,75.66,,,
1065,AL,Hale,868,14368,24784,74.01,73.27,74.72,,,
16067,ID,Minidoka,818,14968,24784,78.61,77.94,79.3,,,
42107,PA,Schuylkill,1003,12751,24787,77.18,76.82,77.54,,,
42039,PA,Crawford,939,13522,24790,78.05,77.62,78.46,,,
20155,KS,Reno,929,13646,24794,78.4,77.95,78.86,,,
18045,IN,Fountain,898,14024,24800,77.25,76.62,77.88,,,
40043,OK,Dewey,810,15080,24800,74.12,73.21,75.07,,,
30013,MT,Cascade,1018,12586,24802,78.76,78.35,79.18,,,
39171,OH,Williams,938,13548,24804,78.92,78.4,79.42,,,
46073,SD,Jerauld,857,14520,24804,81.16,80.12,82.21,,,
41055,OR,Sherman,887,14164,24808,80.22,78.89,81.49,,,
27155,MN,Traverse,902,13992,24816,81.04,80.16,81.88,,,
27047,MN,Freeborn,948,13448,24824,80.76,80.26,81.27,,,
48137,TX,Edwards,858,14529,24825,79.51,78.39,80.59,,,
51760,VA,Richmond,1193,10509,24825,77.12,76.59,77.64,,,
31043,NE,Dakota,977,13103,24827,78.39,77.78,79,,,
48163,TX,Frio,948,13451,24827,77.75,76.98,78.52,,,
26025,MI,Calhoun,997,12866,24830,77.04,76.68,77.43,,,
48271,TX,Kinney,946,13486,24838,79.7,78.72,80.75,,,
55067,WI,Langlade,930,13683,24843,79.47,78.84,80.04,,,
41013,OR,Crook,989,12976,24844,79.18,78.63,79.72,,,
47139,TN,Polk,866,14454,24846,74.55,73.88,75.23,,,
13129,GA,Gordon,911,13915,24847,75.73,75.2,76.26,,,
19013,IA,Black Hawk,1002,12823,24847,79.42,79.05,79.79,,,
48145,TX,Falls,892,14145,24849,76.13,75.48,76.78,,,
26031,MI,Cheboygan,937,13607,24851,79.22,78.66,79.79,,,
27033,MN,Cottonwood,864,14492,24860,81.25,80.59,81.91,,,
31001,NE,Adams,951,13448,24860,79.59,79.08,80.17,,,
19091,IA,Humboldt,893,14148,24864,80.4,79.73,81.07,,,
22045,LA,Iberia,955,13405,24865,75.44,74.94,75.93,,,
29163,MO,Pike,925,13765,24865,77.26,76.54,77.9,,,
28111,MS,Perry,850,14673,24873,74.32,73.46,75.15,,,
27165,MN,Watonwan,879,14330,24878,80.84,80.19,81.51,,,
27159,MN,Wadena,936,13647,24879,78.83,78.12,79.56,,,
39151,OH,Stark,1014,12713,24881,78.52,78.28,78.8,,,
18093,IN,Lawrence,910,13964,24884,76.44,75.93,76.93,,,
26145,MI,Saginaw,1009,12779,24887,77.66,77.29,78.01,,,
38037,ND,Grant,860,14567,24887,80.23,79.23,81.24,,,
26101,MI,Manistee,967,13285,24889,78.87,78.33,79.38,,,
17061,IL,Greene,901,14079,24891,77.58,76.95,78.27,,,
51147,VA,Prince Edward,973,13217,24893,83.19,82.86,83.48,,,
31107,NE,Knox,847,14731,24895,79.44,78.68,80.15,,,
37147,NC,Pitt,1037,12451,24895,77.45,77.05,77.87,,,
48403,TX,Sabine,1000,12896,24896,75.08,74.31,75.87,,,
21089,KY,Greenup,967,13293,24897,75.98,75.44,76.52,,,
17195,IL,Whiteside,958,13405,24901,78.92,78.48,79.39,,,
36009,NY,Cattaraugus,944,13574,24902,78.32,77.9,78.72,,,
5023,AR,Cleburne,932,13723,24907,77.43,76.82,77.97,,,
39035,OH,Cuyahoga,1137,11263,24907,77.87,77.68,78.05,,,
49007,UT,Carbon,895,14171,24911,76.52,75.89,77.17,,,
36007,NY,Broome,1035,12496,24916,79.38,79.04,79.69,,,
27073,MN,Lac qui Parle,879,14371,24919,81.29,80.6,81.99,,,
13025,GA,Brantley,907,14038,24922,74.81,74.15,75.5,,,
12119,FL,Sumter,1133,11331,24927,81.74,81.35,82.13,,,
40031,OK,Comanche,990,13047,24927,75.99,75.56,76.42,,,
40103,OK,Noble,897,14165,24929,77.07,76.35,77.8,,,
48131,TX,Duval,1028,12596,24932,76.64,75.88,77.41,,,
47103,TN,Lincoln,932,13750,24934,75.84,75.27,76.38,,,
48451,TX,Tom Green,990,13058,24938,77.5,77.07,77.91,,,
28093,MS,Marshall,866,14547,24939,73.4,72.77,74.02,,,
28057,MS,Itawamba,879,14393,24941,74.65,74.02,75.3,,,
12023,FL,Columbia,980,13182,24942,75.15,74.67,75.66,,,
55051,WI,Iron,945,13602,24942,79.27,78.46,80.08,,,
55107,WI,Rusk,968,13327,24943,78.85,78.23,79.48,,,
37035,NC,Catawba,994,13016,24944,76.77,76.37,77.15,,,
48063,TX,Camp,945,13604,24944,74.55,73.77,75.3,,,
48503,TX,Young,916,13952,24944,75.52,74.87,76.14,,,
27113,MN,Pennington,948,13572,24948,79.73,79.01,80.44,,,
31119,NE,Madison,962,13405,24949,82.41,80.96,83.79,,,
17161,IL,Rock Island,1037,12517,24961,78.76,78.4,79.12,,,
37005,NC,Alleghany,992,13060,24964,77.86,77.05,78.58,,,
53019,WA,Ferry,941,13673,24965,76.96,76.01,77.87,,,
40009,OK,Beckham,938,13711,24967,73.72,73.03,74.41,,,
40047,OK,Garfield,933,13775,24971,76.32,75.84,76.79,,,
40099,OK,Murray,872,14507,24971,73.71,72.92,74.51,,,
15005,HI,Kalawao,856,14703,24975,80.99,80.51,81.51,,,
26017,MI,Bay,1005,12917,24977,78.37,77.97,78.75,,,
19073,IA,Greene,886,14346,24978,80.03,79.34,80.69,,,
39141,OH,Ross,965,13399,24979,75.87,75.44,76.31,,,
26003,MI,Alger,947,13619,24983,79.49,78.79,80.16,,,
21091,KY,Hancock,895,14244,24984,77.17,76.3,78.07,,,
39163,OH,Vinton,909,14080,24988,75.27,74.5,76.07,,,
48059,TX,Callahan,898,14215,24991,76.76,76.05,77.45,,,
31149,NE,Rock,906,14120,24992,80.22,79.01,81.45,,,
13197,GA,Marion,897,14231,24995,78.08,77.34,78.82,,,
19185,IA,Wayne,863,14640,24996,78.39,77.59,79.17,,,
26049,MI,Genesee,1045,12458,24998,76.06,75.77,76.35,,,
46025,SD,Clark,846,14846,24998,80.05,79.16,81.04,,,
48049,TX,Brown,968,13382,24998,75.63,75.12,76.2,,,
46109,SD,Roberts,927,13875,24999,79.79,78.73,80.89,,,
19107,IA,Keokuk,875,14500,25000,80.46,79.83,81.15,,,
39157,OH,Tuscarawas,961,13471,25003,78.87,78.46,79.25,,,
47085,TN,Humphreys,924,13919,25007,75.13,74.48,75.79,,,
48095,TX,Concho,869,14579,25007,78.37,77.32,79.41,,,
20177,KS,Shawnee,1059,12304,25012,77.75,77.39,78.09,,,
48267,TX,Kimble,938,13759,25015,77.98,77.08,78.93,,,
19143,IA,Osceola,824,15131,25019,80.29,79.55,81.06,,,
45077,SC,Pickens,963,13465,25021,76.98,76.57,77.38,,,
29053,MO,Cooper,916,14033,25025,77.93,77.24,78.58,,,
47115,TN,Marion,906,14154,25026,76.37,75.91,76.82,,,
22091,LA,St. Helena,826,15118,25030,74.73,73.9,75.62,,,
42061,PA,Huntingdon,950,13633,25033,79.33,78.87,79.81,,,
46029,SD,Codington,969,13405,25033,80.06,79.52,80.63,,,
53049,WA,Pacific,1013,12879,25035,77.38,76.79,77.99,,,
36089,NY,St. Lawrence,971,13384,25036,78.74,78.37,79.15,,,
37127,NC,Nash,1044,12508,25036,76.17,75.68,76.62,,,
31111,NE,Lincoln,996,13086,25038,79.14,78.63,79.67,,,
20035,KS,Cowley,955,13580,25040,76.47,75.88,77.03,,,
21073,KY,Franklin,1001,13028,25040,77.02,76.55,77.52,,,
38017,ND,Cass,1090,11960,25040,80.97,80.59,81.33,,,
18107,IN,Montgomery,921,13991,25043,77.94,77.42,78.47,,,
20097,KS,Kiowa,901,14235,25047,79.29,78.26,80.32,,,
29145,MO,Newton,929,13907,25055,77.17,76.68,77.65,,,
45039,SC,Fairfield,878,14522,25058,73.79,73.11,74.46,,,
39065,OH,Hardin,932,13875,25059,76.89,76.31,77.44,,,
36015,NY,Chemung,1011,12931,25063,78.74,78.33,79.13,,,
27011,MN,Big Stone,922,14003,25067,79.89,79.03,80.72,,,
18071,IN,Jackson,930,13909,25069,76.41,75.87,76.93,,,
26065,MI,Ingham,1108,11775,25071,78.69,78.37,79.03,,,
1097,AL,Mobile,1053,12436,25072,75.13,74.81,75.43,,,
5119,AR,Pulaski,1071,12221,25073,76.48,76.19,76.8,,,
28047,MS,Harrison,1061,12345,25077,74.99,74.62,75.34,,,
31009,NE,Blaine,817,15274,25078,79.78,78.16,81.4,,,
48005,TX,Angelina,958,13582,25078,76.06,75.59,76.52,,,
12039,FL,Gadsden,905,14223,25083,74.87,74.27,75.45,,,
20185,KS,Stafford,838,15027,25083,77.86,77,78.69,,,
48195,TX,Hansford,904,14236,25084,76.97,75.99,77.94,,,
37051,NC,Cumberland,1061,12354,25086,76.26,75.93,76.59,,,
20005,KS,Atchison,937,13844,25088,77.69,77.07,78.31,,,
38035,ND,Grand Forks,1074,12203,25091,79.92,79.43,80.4,,,
47055,TN,Giles,939,13826,25094,75.68,75.09,76.24,,,
22093,LA,St. James,917,14097,25101,76.69,76.02,77.37,,,
56017,WY,Hot Springs,995,13162,25102,77.09,76.07,78.05,,,
21123,KY,Larue,870,14665,25105,76.69,75.97,77.39,,,
18069,IN,Huntington,914,14142,25110,78.18,77.66,78.7,,,
47153,TN,Sequatchie,913,14159,25115,75.92,75.16,76.69,,,
51063,VA,Floyd,880,14555,25115,78.41,77.88,78.91,,,
28081,MS,Lee,986,13284,25116,74.65,74.14,75.12,,,
29169,MO,Pulaski,1015,12936,25116,76.26,75.67,76.79,,,
42079,PA,Luzerne,1061,12384,25116,77.53,77.22,77.82,,,
20135,KS,Ness,846,14966,25118,79.38,78.47,80.26,,,
21149,KY,McLean,859,14810,25118,76.62,75.93,77.28,,,
42063,PA,Indiana,981,13346,25118,79.08,78.68,79.49,,,
51131,VA,Northampton,1040,12638,25118,78.03,77.48,78.52,,,
8021,CO,Conejos,924,14033,25121,78.11,77.26,78.98,,,
47023,TN,Chester,914,14160,25128,76.51,75.85,77.2,,,
56001,WY,Albany,1078,12195,25131,80.54,79.99,81.12,,,
28147,MS,Walthall,1007,13049,25133,74.59,73.9,75.38,,,
48117,TX,Deaf Smith,927,14012,25136,77.27,76.62,77.92,,,
38091,ND,Steele,828,15202,25138,81.17,80.13,82.19,,,
30017,MT,Custer,969,13515,25143,77.63,76.87,78.42,,,
29073,MO,Gasconade,929,14002,25150,77.55,76.87,78.19,,,
51775,VA,Salem,1094,12022,25150,78.66,78.29,79.03,,,
26163,MI,Wayne,1119,11726,25154,75.33,75.16,75.51,,,
38077,ND,Richland,930,13994,25154,81.41,80.77,82.04,,,
23025,ME,Somerset,938,13901,25157,78.05,77.58,78.51,,,
13189,GA,McDuffie,936,13926,25158,73.79,72.99,74.57,,,
17019,IL,Champaign,1106,11886,25158,80.25,79.9,80.59,,,
49031,UT,Piute,777,15843,25167,78.37,77.05,79.66,,,
48269,TX,King,743,16252,25168,78.22,76.4,80.1,,,
19003,IA,Adams,878,14633,25169,78.96,77.98,79.86,,,
19069,IA,Franklin,854,14923,25171,80.28,79.66,80.99,,,
29089,MO,Howard,925,14075,25175,78.61,77.87,79.34,,,
20023,KS,Cheyenne,881,14604,25176,80.26,79.12,81.31,,,
48449,TX,Titus,905,14317,25177,77.16,76.57,77.73,,,
19087,IA,Henry,940,13898,25178,79.55,78.94,80.14,,,
30089,MT,Sanders,1021,12926,25178,78.34,77.63,79.04,,,
36029,NY,Erie,1108,11883,25179,78.51,78.32,78.7,,,
31085,NE,Hayes,804,15539,25187,82.14,80.79,83.42,,,
31015,NE,Boyd,880,14629,25189,80,79.05,81.06,,,
21007,KY,Ballard,896,14440,25192,75.74,74.88,76.58,,,
40147,OK,Washington,995,13253,25193,77.75,77.31,78.23,,,
31079,NE,Hall,1001,13187,25199,79.02,78.57,79.46,,,
41035,OR,Klamath,1019,12972,25200,76.95,76.48,77.39,,,
20159,KS,Rice,851,14993,25205,77.43,76.63,78.25,,,
48337,TX,Montague,963,13650,25206,74.94,74.28,75.55,,,
13063,GA,Clayton,1039,12739,25207,77.22,76.85,77.59,,,
55041,WI,Forest,919,14180,25208,78.28,77.57,79.05,,,
22099,LA,St. Martin,920,14169,25209,75.92,75.38,76.48,,,
20101,KS,Lane,784,15802,25210,78.22,76.98,79.57,,,
26043,MI,Dickinson,990,13330,25210,79.73,79.19,80.28,,,
19083,IA,Hardin,878,14676,25212,79.74,79.14,80.3,,,
27127,MN,Redwood,906,14341,25213,80.04,79.42,80.65,,,
17051,IL,Fayette,896,14463,25215,78.76,78.17,79.33,,,
40019,OK,Carter,938,13959,25215,73.41,72.86,73.97,,,
42005,PA,Armstrong,949,13829,25217,78.21,77.79,78.63,,,
18101,IN,Martin,911,14288,25220,77.33,76.58,78.09,,,
46013,SD,Brown,983,13425,25221,80.12,79.64,80.63,,,
18019,IN,Clark,1018,13006,25222,76.3,75.89,76.73,,,
54031,WV,Hardy,893,14507,25223,77.67,76.97,78.37,,,
13233,GA,Polk,1020,12984,25224,73.53,72.94,74.07,,,
12043,FL,Glades,1029,12877,25225,79.75,79.03,80.46,,,
41023,OR,Grant,944,13902,25230,79.74,78.99,80.46,,,
4023,AZ,Santa Cruz,936,13999,25231,81.97,81.45,82.5,,,
31083,NE,Harlan,883,14635,25231,79.94,78.99,80.89,,,
20077,KS,Harper,916,14242,25234,77.05,76.25,77.95,,,
36033,NY,Franklin,959,13726,25234,79.17,78.72,79.63,,,
21167,KY,Mercer,939,13969,25237,76.03,75.38,76.65,,,
20017,KS,Chase,970,13598,25238,78.17,77.07,79.24,,,
19021,IA,Buena Vista,883,14644,25240,80.88,80.27,81.46,,,
36047,NY,Kings,1585,6220,25240,80.47,80.3,80.63,,,
39037,OH,Darke,960,13723,25243,78.69,78.26,79.14,,,
2195,AK,Petersburg,1210,10724,25244,74.51,73.28,75.77,,,
8061,CO,Kiowa,830,15284,25244,78.65,77.3,79.78,,,
39091,OH,Logan,961,13712,25244,77.3,76.81,77.74,,,
21111,KY,Jefferson,1111,11913,25245,77.01,76.78,77.24,,,
48219,TX,Hockley,950,13845,25245,76.82,76.17,77.42,,,
26149,MI,St. Joseph,951,13835,25247,77.23,76.74,77.73,,,
36101,NY,Steuben,985,13427,25247,78.61,78.23,79.01,,,
18131,IN,Pulaski,891,14556,25248,77.21,76.49,77.89,,,
18079,IN,Jennings,911,14317,25249,75.53,74.9,76.19,,,
18181,IN,White,884,14641,25249,78.25,77.67,78.81,,,
48111,TX,Dallam,900,14450,25250,75.6,74.55,76.56,,,
4003,AZ,Cochise,1028,12916,25252,78.83,78.44,79.22,,,
39127,OH,Perry,889,14586,25254,76.63,76.08,77.17,,,
26063,MI,Huron,936,14025,25257,78.39,77.91,78.9,,,
27087,MN,Mahnomen,913,14303,25259,82.05,81.38,82.73,,,
8073,CO,Lincoln,1038,12807,25263,79.69,78.86,80.53,,,
39161,OH,Van Wert,945,13924,25264,78.82,78.26,79.39,,,
18149,IN,Starke,901,14453,25265,74.66,74.04,75.3,,,
26023,MI,Branch,945,13926,25266,78.04,77.53,78.55,,,
45071,SC,Newberry,950,13868,25268,76.34,75.81,76.91,,,
20183,KS,Smith,885,14649,25269,79.57,78.72,80.45,,,
40053,OK,Grant,816,15479,25271,76.94,76.06,77.87,,,
22011,LA,Beauregard,925,14174,25274,75.09,74.52,75.72,,,
13049,GA,Charlton,870,14837,25277,75.38,74.58,76.2,,,
13173,GA,Lanier,1026,12965,25277,75.4,74.53,76.23,,,
13183,GA,Long,949,13889,25277,77.1,76.32,77.94,,,
16003,ID,Adams,924,14191,25279,80.6,79.64,81.51,,,
31033,NE,Cheyenne,944,13952,25280,79.28,78.58,79.98,,,
18049,IN,Fulton,927,14160,25284,76.9,76.27,77.48,,,
19001,IA,Adair,908,14388,25284,79.44,78.68,80.21,,,
17035,IL,Cumberland,911,14358,25290,78.8,78.06,79.49,,,
18031,IN,Decatur,906,14422,25294,78.37,77.9,78.85,,,
48183,TX,Gregg,1039,12831,25299,75.51,75.11,75.92,,,
35057,NM,Torrance,887,14658,25302,76.82,76.09,77.57,,,
55031,WI,Douglas,1041,12812,25304,78.4,77.91,78.91,,,
20123,KS,Mitchell,917,14303,25307,79.12,78.34,79.95,,,
13285,GA,Troup,1002,13288,25312,75.14,74.64,75.65,,,
17023,IL,Clark,924,14224,25312,77.36,76.72,78.04,,,
31089,NE,Holt,890,14632,25312,80.49,79.85,81.15,,,
48123,TX,DeWitt,910,14392,25312,80.8,80.54,81.03,,,
8063,CO,Kit Carson,971,13664,25316,79.52,78.68,80.31,,,
2070,AK,Dillingham,1204,10869,25317,75.15,73.95,76.24,,,
31163,NE,Sherman,889,14649,25317,80.24,79.3,81.18,,,
26165,MI,Wexford,955,13858,25318,77.83,77.24,78.39,,,
31069,NE,Garden,831,15347,25319,78.43,77.39,79.47,,,
33007,NH,Coos,1020,13079,25319,78.19,77.68,78.71,,,
40153,OK,Woodward,925,14225,25325,76.49,75.84,77.17,,,
47155,TN,Sevier,988,13469,25325,76.67,76.26,77.13,,,
41069,OR,Wheeler,934,14119,25327,79.49,78.34,80.63,,,
27137,MN,St. Louis,1062,12585,25329,79.24,78.9,79.54,,,
39005,OH,Ashland,966,13737,25329,78.78,78.3,79.26,,,
35015,NM,Eddy,970,13692,25332,76.25,75.74,76.78,,,
47001,TN,Anderson,1011,13203,25335,76.68,76.22,77.11,,,
42111,PA,Somerset,968,13722,25338,78.56,78.13,78.96,,,
54077,WV,Preston,916,14346,25338,77.17,76.68,77.71,,,
36061,NY,New York,1857,3055,25339,81.86,81.67,82.04,,,
55141,WI,Wood,990,13459,25339,80.83,80.45,81.21,,,
30065,MT,Musselshell,1034,12935,25343,76.61,75.68,77.53,,,
46067,SD,Hutchinson,927,14219,25343,80.73,79.97,81.44,,,
27083,MN,Lyon,1002,13320,25344,80.75,80.18,81.33,,,
18179,IN,Wells,911,14414,25346,79.52,79,80.05,,,
39143,OH,Sandusky,973,13670,25346,78.08,77.62,78.53,,,
20007,KS,Barber,830,15387,25347,77.63,76.74,78.46,,,
30103,MT,Treasure,904,14500,25348,79.7,78.05,81.36,,,
37001,NC,Alamance,1046,12796,25348,77.66,77.31,78.03,,,
48309,TX,McLennan,1065,12571,25351,74.22,73.39,75.05,,,
28045,MS,Hancock,995,13413,25353,76.3,75.73,76.83,,,
4027,AZ,Yuma,1021,13105,25357,80.68,80.33,81.03,,,
13235,GA,Pulaski,922,14300,25364,76.85,76.1,77.63,,,
21093,KY,Hardin,1000,13364,25364,77.18,76.75,77.6,,,
48193,TX,Hamilton,938,14111,25367,76.74,76,77.46,,,
27091,MN,Martin,964,13800,25368,81.3,80.8,81.8,,,
36065,NY,Oneida,1070,12528,25368,79.15,78.85,79.46,,,
5087,AR,Madison,853,15139,25375,76.42,75.73,77.11,,,
17181,IL,Union,966,13783,25375,76.4,75.73,77.02,,,
13179,GA,Liberty,1060,12660,25380,76.8,76.23,77.38,,,
28109,MS,Pearl River,983,13587,25383,74.9,74.4,75.43,,,
31137,NE,Phelps,933,14191,25387,79.86,79.16,80.54,,,
48035,TX,Bosque,951,13975,25387,76.7,76.05,77.35,,,
21061,KY,Edmonson,896,14636,25388,77.59,76.84,78.31,,,
31061,NE,Franklin,830,15429,25389,79.2,78.21,80.17,,,
17087,IL,Johnson,966,13798,25390,78.09,77.41,78.84,,,
17157,IL,Randolph,968,13777,25393,77.68,77.13,78.23,,,
48073,TX,Cherokee,994,13465,25393,76.24,75.71,76.73,,,
18175,IN,Washington,906,14522,25394,75.89,75.3,76.46,,,
46055,SD,Haakon,883,14798,25394,79.65,78.49,80.86,,,
46085,SD,Lyman,836,15365,25397,77.49,76.47,78.51,,,
20195,KS,Trego,892,14697,25401,78.66,77.71,79.62,,,
8025,CO,Crowley,906,14533,25405,77.94,76.88,78.87,,,
47129,TN,Morgan,910,14485,25405,75.69,75.04,76.39,,,
27023,MN,Chippewa,962,13862,25406,80.65,79.99,81.28,,,
41061,OR,Union,999,13424,25412,79.37,78.85,79.9,,,
21157,KY,Marshall,957,13930,25414,76.41,75.99,76.88,,,
26105,MI,Mason,1003,13378,25414,78.73,78.16,79.27,,,
47145,TN,Roane,989,13547,25415,76.09,75.61,76.56,,,
31039,NE,Cuming,884,14808,25416,81.2,80.48,81.89,,,
45007,SC,Anderson,992,13512,25416,76.32,75.95,76.69,,,
5045,AR,Faulkner,1003,13383,25419,77.23,76.79,77.66,,,
46047,SD,Fall River,994,13493,25421,76.31,75.46,77.17,,,
37081,NC,Guilford,1120,11982,25422,78.47,78.19,78.74,,,
20117,KS,Marshall,929,14275,25423,79.26,78.71,79.85,,,
29017,MO,Bollinger,867,15023,25427,76.52,75.76,77.25,,,
38041,ND,Hettinger,877,14903,25427,80.53,79.43,81.6,,,
48395,TX,Robertson,913,14471,25427,75.87,75.21,76.57,,,
26107,MI,Mecosta,965,13850,25430,79.19,78.72,79.7,,,
20033,KS,Comanche,866,15040,25432,76.9,75.74,78.05,,,
20169,KS,Saline,1049,12845,25433,78.53,78.09,79,,,
54065,WV,Morgan,1050,12836,25436,77.26,76.54,77.9,,,
45053,SC,Jasper,942,14133,25437,76.5,75.82,77.19,,,
19005,IA,Allamakee,928,14302,25438,79.9,79.28,80.52,,,
31109,NE,Lancaster,1108,12142,25438,80.46,80.17,80.77,,,
35055,NM,Taos,1087,12398,25442,79.98,79.36,80.58,,,
38011,ND,Bowman,823,15567,25443,78.58,77.4,79.57,,,
18033,IN,DeKalb,947,14080,25444,78.07,77.5,78.65,,,
47117,TN,Marshall,955,13998,25458,75.34,74.83,75.85,,,
48363,TX,Palo Pinto,1065,12680,25460,75.51,74.95,76.13,,,
51159,VA,Richmond,968,13849,25465,80.99,80.7,81.3,,,
20105,KS,Lincoln,870,15029,25469,79.2,78.21,80.17,,,
16053,ID,Jerome,934,14262,25470,78.26,77.56,78.92,,,
1129,AL,Washington,904,14628,25476,74.82,74.04,75.58,,,
29051,MO,Cole,1020,13237,25477,78.64,78.21,79.09,,,
46135,SD,Yankton,1000,13477,25477,80.5,79.92,81.09,,,
37189,NC,Watauga,1120,12038,25478,80.7,80.24,81.18,,,
19123,IA,Mahaska,942,14180,25484,80.12,79.55,80.61,,,
46099,SD,Minnehaha,1052,12860,25484,79.67,79.28,80.01,,,
27099,MN,Mower,999,13500,25488,81.63,81.2,82.07,,,
19081,IA,Hancock,908,14596,25492,80.81,80.15,81.42,,,
28029,MS,Copiah,936,14261,25493,74.47,73.81,75.11,,,
37167,NC,Stanly,989,13627,25495,76.81,76.32,77.26,,,
20201,KS,Washington,875,14998,25498,80.34,79.54,81.09,,,
16031,ID,Cassia,882,14916,25500,78.78,78.17,79.39,,,
17015,IL,Carroll,966,13908,25500,79.06,78.42,79.7,,,
19079,IA,Hamilton,922,14437,25501,80.42,79.81,81.08,,,
22109,LA,Terrebonne,1012,13358,25502,75.4,74.96,75.85,,,
39125,OH,Paulding,901,14690,25502,78.35,77.73,79,,,
47113,TN,Madison,1043,12986,25502,76,75.42,76.58,,,
29027,MO,Callaway,938,14258,25514,77.89,77.35,78.44,,,
26021,MI,Berrien,1014,13347,25515,77.66,77.3,78.01,,,
1021,AL,Chilton,947,14155,25519,74.53,74.02,75.08,,,
18051,IN,Gibson,928,14383,25519,78.06,77.56,78.56,,,
31029,NE,Chase,881,14947,25519,79.38,78.36,80.35,,,
27069,MN,Kittson,909,14618,25526,78.98,78.11,79.87,,,
27167,MN,Wilkin,933,14332,25528,79.5,78.63,80.34,,,
46003,SD,Aurora,869,15101,25529,80.1,79.06,81.16,,,
13281,GA,Towns,1059,12822,25530,78.24,77.53,79,,,
19045,IA,Clinton,989,13662,25530,78.7,78.25,79.17,,,
42069,PA,Lackawanna,1118,12115,25531,77.78,77.47,78.08,,,
17131,IL,Mercer,894,14804,25532,79.51,78.88,80.11,,,
47003,TN,Bedford,966,13950,25542,75.35,74.8,75.9,,,
17143,IL,Peoria,1075,12644,25544,78.22,77.88,78.58,,,
26059,MI,Hillsdale,958,14049,25545,78.33,77.8,78.84,,,
13053,GA,Chattahoochee,1142,11843,25547,77.13,76.2,78.14,,,
17053,IL,Ford,942,14243,25547,77.37,76.72,78.04,,,
48341,TX,Moore,914,14580,25548,77.65,77,78.32,,,
13111,GA,Fannin,1042,13046,25550,76.94,76.36,77.52,,,
16049,ID,Idaho,982,13766,25550,79.57,78.93,80.23,,,
22007,LA,Assumption,927,14433,25557,76.84,76.2,77.49,,,
17167,IL,Sangamon,1108,12262,25558,78.33,78,78.68,,,
31049,NE,Deuel,817,15755,25559,79.99,78.96,81.02,,,
1067,AL,Henry,944,14233,25561,75.97,75.29,76.67,,,
16007,ID,Bear Lake,852,15337,25561,78.65,77.76,79.48,,,
12041,FL,Gilchrist,962,14018,25562,76.8,76.09,77.5,,,
39175,OH,Wyandot,948,14188,25564,78.67,78.12,79.26,,,
30067,MT,Park,997,13601,25565,80.04,79.41,80.69,,,
35025,NM,Lea,958,14069,25565,76.18,75.68,76.72,,,
38021,ND,Dickey,912,14623,25567,80.18,79.32,81.03,,,
8083,CO,Montezuma,995,13629,25569,77.64,77.04,78.26,,,
30087,MT,Rosebud,942,14265,25569,75.63,74.78,76.48,,,
47081,TN,Hickman,902,14746,25570,75.16,74.5,75.82,,,
